t,lateral_acc_mag,jerk_mag,risk_rate,torque_norm
1.2280,2.328529,8372.541097,16680.519953,92.0885
1.2300,25.691247,41100.309134,26933.085291,174.9296
1.2320,24.086905,46432.610619,49704.858192,91.4604
1.2340,18.123797,19999.645328,39897.350025,123.9728
1.2360,19.363362,40731.945589,37359.180094,105.7243
1.2380,18.149659,40757.307254,37414.804773,126.3053
1.2400,24.164505,20009.537986,39939.600772,151.8778
1.2420,25.604720,46390.881990,49703.670073,138.1162
1.2440,24.174654,46423.158535,49725.869622,151.8621
1.2460,25.614395,46418.893808,49721.813017,154.1885
1.2480,24.183640,46449.092922,49741.211503,134.7334
1.2500,25.624027,46444.042809,49738.604477,156.2003
1.2520,24.191398,46472.196985,49755.135413,122.3037
1.2540,25.633546,46466.383507,49753.913430,158.6310
1.2560,24.197865,46492.522360,49767.510983,117.9147
1.2580,18.283207,20070.911135,40036.083365,139.2559
1.2600,19.133099,39232.373612,28446.010272,141.0137
1.2620,15.861178,40933.079536,34978.231300,136.7400
1.2640,2.428635,8400.837528,16745.122520,97.9641
1.2660,16.528816,38879.914321,16178.495248,174.9452
1.2680,13.305210,40474.555324,29812.124485,99.6468
1.2700,1.915781,5694.841156,11390.175874,125.5600
1.2720,19.197432,38874.242615,21113.160380,151.7073
1.2740,15.791639,40937.593847,34992.517738,128.8089
1.2760,2.353044,8413.251954,16769.508362,88.9210
1.2780,36.587690,18773.146386,37510.828082,174.9443
1.2800,19.298069,47916.058780,55921.001421,107.1504
1.2820,15.774808,40915.247377,35090.025985,174.9467
1.2840,19.341663,40905.705612,35147.395066,127.9974
1.2860,15.815694,40933.867972,35168.373416,163.0150
1.2880,19.380508,40922.935811,35223.603122,130.3173
1.2900,15.849604,40948.154904,35234.952329,148.9544
1.2920,19.414541,40935.857131,35287.980010,133.2173
1.2940,15.876403,40958.151734,35289.567011,143.3810
1.2960,2.442118,8492.397514,16923.580765,108.3910
1.2980,16.738869,38861.289788,16277.252026,167.2158
1.3000,13.217268,40435.102500,29951.669198,103.6053
1.3020,1.926923,5653.995338,11306.772318,130.8564
1.3040,19.589099,38893.390331,21545.875968,151.2480
1.3060,27.713646,43047.780571,41864.840711,38.4066
1.3080,44.495515,12489.289968,25016.136264,91.8998
1.3100,40.489283,50643.527944,63394.611183,174.6381
1.3120,16.578687,48548.480672,57007.117062,89.9179
1.3140,5.105168,9448.194826,18888.202125,127.6428
1.3160,27.847756,41570.376713,31701.969801,151.4694
1.3180,26.556168,47391.116210,54382.736905,125.1348
1.3200,42.757080,25256.038437,50551.453393,151.4696
1.3220,32.808968,53657.527456,73768.530559,83.8592
1.3240,16.411505,44176.178769,45846.098975,173.2968
1.3260,19.889577,41234.647630,36327.660148,103.6635
1.3280,16.424022,41264.749620,36316.492439,154.7867
1.3300,19.900661,41256.620930,36347.724786,107.0646
1.3320,16.430254,41283.655199,36327.771048,143.0593
1.3340,19.907497,41274.026472,36357.227089,110.7202
1.3360,16.429942,41297.996704,36328.223752,141.1155
1.3380,5.464264,9518.136044,19004.137434,61.5604
1.3400,16.932948,38939.378725,18163.086847,170.4044
1.3420,13.912847,40470.976091,30784.272646,62.7126
1.3440,3.296526,6577.537799,13147.618196,127.7516
1.3460,19.960506,39204.330700,22667.389414,126.6651
1.3480,16.383552,41306.091641,36351.768347,130.2168
1.3500,5.350447,9515.452044,18998.804901,26.8818
1.3520,3.266000,4180.603579,8356.273818,129.5920
1.3540,15.441182,36752.998247,14217.762758,64.8987
1.3560,16.390904,35689.393181,6365.564151,174.8840
1.3580,20.099845,41273.445225,36523.819693,92.5939
1.3600,16.437239,41302.843120,36549.238259,161.9304
1.3620,20.143367,41293.771358,36610.027114,94.3745
1.3640,16.476350,41320.133419,36625.601902,153.0317
1.3660,20.181819,41309.616310,36683.902493,96.8671
1.3680,16.508119,41332.961602,36689.519117,150.9392
1.3700,5.411786,9619.259720,19203.407606,80.0013
1.3720,46.357256,42655.790065,41139.812312,137.1548
1.3740,15.814672,45810.459267,54956.433245,141.4666
1.3760,2.423956,8381.453105,16687.143858,105.7980
1.3780,42.330072,46070.469936,42937.978109,166.7197
1.3800,24.408730,52373.686420,64806.375821,104.7080
1.3820,18.319457,20135.071146,40172.741345,133.2428
1.3840,27.226267,41676.535724,43107.255402,152.5364
1.3860,24.599541,43703.706683,51814.030522,127.4833
1.3880,2.478054,13489.195515,26782.978862,95.2610
1.3900,16.857485,38906.777720,16758.301987,174.5958
1.3920,24.241371,42591.475826,37031.242836,91.7711
1.3940,18.309288,20077.676425,40055.531837,126.9024
1.3960,15.545891,36902.144133,23040.682836,115.5350
1.3980,15.935707,35386.461449,809.406559,171.4365
1.4000,19.318355,40848.478693,35272.339880,127.1727
1.4020,15.945527,40875.915460,35256.061984,157.8947
1.4040,19.327618,40865.587535,35288.058265,128.6124
1.4060,15.949076,40890.045794,35262.974556,151.9922
1.4080,19.332926,40878.347368,35293.503495,130.5632
1.4100,15.946214,40899.850433,35259.477368,152.7550
1.4120,2.481620,8387.806803,16708.044624,116.4139
1.4140,1.894856,1728.956101,3393.379715,143.7323
1.4160,19.401429,38851.606246,21322.551912,142.2652
1.4180,15.902385,40901.330663,35309.299151,134.3580
1.4200,2.403610,8408.231247,16747.344744,104.4065
1.4220,16.986713,38890.774399,16737.556644,175.0212
1.4240,13.509731,40489.232737,30496.961890,95.0022
1.4260,1.873464,5833.672668,11664.931014,130.4013
1.4280,19.586827,38855.490183,21499.194873,152.3440
1.4300,15.924493,40910.364400,35535.067196,124.2663
1.4320,2.365792,8463.373445,16852.448051,93.1128
1.4340,3.232049,38581.620625,4492.297192,129.5699
1.4360,34.209228,44021.052506,37089.263558,150.9980
1.4380,17.125598,47013.648223,51364.063017,153.2607
1.4400,13.507792,40446.502055,30635.833951,134.1974
1.4420,17.157057,40429.845680,30681.020402,154.6696
1.4440,13.536825,40449.486916,30689.721369,124.9854
1.4460,26.075854,42565.237306,37449.651829,156.4353
1.4480,24.462825,46511.953658,50449.536266,124.7971
1.4500,18.463986,20276.497900,40465.666116,143.9515
1.4520,44.861827,47131.544101,56898.573676,132.9591
1.4540,24.856041,50458.493316,68440.050404,142.8595
1.4560,20.778287,21604.153795,42939.734608,112.8300
1.4580,25.914899,45239.305777,43670.927267,166.5545
1.4600,24.474509,46499.006574,50326.032417,103.9843
1.4620,18.491858,20229.441237,40368.541458,133.4348
1.4640,19.605337,39299.354799,29260.297812,151.9884
1.4660,16.233561,40946.357431,35835.233280,127.9567
1.4680,2.516241,8545.171094,17015.100913,93.3883
1.4700,16.956519,38869.490113,16795.417779,174.9157
1.4720,13.647542,40449.002485,30590.584499,91.0899
1.4740,2.112557,5783.584759,11562.986999,126.7558
1.4760,15.222565,36525.688228,13113.749702,115.9426
1.4780,16.202035,35366.164180,1388.861545,170.9878
1.4800,19.715422,40916.696569,35939.808177,126.1321
1.4820,16.225522,40943.776472,35938.939132,157.6837
1.4840,19.737863,40933.180728,35982.312484,127.5649
1.4860,16.242407,40957.285720,35972.248235,152.0263
1.4880,19.756003,40945.338681,36013.872013,129.4905
1.4900,16.252553,40966.489731,35994.477862,153.0391
1.4920,2.548292,8589.310044,17102.141099,116.2766
1.4940,2.130432,1920.346590,3785.425924,144.3236
1.4960,19.850851,38901.462817,22016.071233,140.6441
1.4980,16.232078,40966.586004,36093.546261,134.9650
1.5000,2.486893,8621.918117,17164.238920,103.1415
1.5020,17.153008,38847.891062,16883.163861,175.0782
1.5040,13.563153,40408.828852,30720.248384,93.2304
1.5060,2.136171,5758.486196,11509.564378,130.4405
1.5080,40.547561,44676.262088,42729.753213,151.3515
1.5100,16.528251,48099.229210,57077.345166,126.7943
1.5120,19.740310,40973.507353,36290.268552,151.2971
1.5140,16.529779,41000.434939,36264.580258,126.2390
1.5160,2.379720,8682.852044,17287.030742,89.1836
1.5180,27.126258,40150.008745,29249.951111,148.3403
1.5200,24.574175,42853.768694,40999.443413,140.6550
1.5220,25.929164,46467.069602,50425.044183,153.4141
1.5240,24.583130,46494.476960,50441.780835,127.7370
1.5260,25.939008,46488.926065,50442.016529,154.6898
1.5280,24.591093,46514.444794,50456.110192,124.4404
1.5300,18.625781,20333.062885,40579.147182,151.0806
1.5320,19.764864,39381.055959,29644.459396,132.6414
1.5340,16.426972,41027.419722,36175.872382,143.0030
1.5360,2.617882,8679.867887,17287.657660,110.8124
1.5380,30.520343,40670.523844,32287.778038,112.2637
1.5400,47.150280,41297.830577,39149.008226,103.4242
1.5420,5.369298,26224.006798,52432.892179,133.8137
1.5440,17.251888,38651.531140,18590.618403,151.3937
1.5460,14.266616,40217.538248,31485.001408,130.0590
1.5480,3.722739,6846.633373,13640.513516,94.0777
1.5500,20.241925,39476.254024,23226.591066,175.1639
1.5520,16.636372,41522.376904,36893.838498,90.2152
1.5540,28.401276,17766.949129,35562.200052,38.9152
1.5560,18.599866,40427.366505,37499.295328,142.4111
1.5580,14.190990,36223.582932,10692.935033,119.6183
1.5600,17.405512,40409.270268,31566.121507,152.7646
1.5620,14.219919,40431.739016,31575.016574,100.8825
1.5640,17.428529,40416.030397,31614.243313,153.8546
1.5660,14.243180,40435.969400,31614.862893,92.8382
1.5680,3.816780,6792.266490,13566.327552,156.3516
1.5700,20.639192,39270.470547,23741.075796,101.6971
1.5720,16.894583,41374.708802,37545.747774,145.6444
1.5740,20.688443,41364.231582,37612.467724,105.0966
1.5760,16.936816,41387.007722,37630.809258,144.9113
1.5780,5.511806,9815.898313,19583.283767,62.9737
1.5800,18.366030,9822.801041,19194.653900,147.4198
1.5820,20.458807,35658.402132,7268.378392,117.0091
1.5840,17.157842,41394.365227,37616.808033,132.8584
1.5860,20.468211,41387.136276,37648.346883,124.0657
1.5880,17.163870,41414.686002,37626.349535,129.4824
1.5900,5.382002,9823.005919,19601.345844,33.4779
1.5920,46.301557,42583.851465,41192.013920,152.1490
1.5940,24.983383,50151.542327,70557.611136,126.6750
1.5960,20.757566,21651.044041,43024.775058,90.7478
1.5980,26.039990,45243.455508,43731.771177,174.7628
1.6000,24.523481,46509.184930,50506.569370,94.3318
1.6020,41.763325,22912.709809,45866.467536,175.1668
1.6040,19.812655,48407.399781,60511.059707,126.1993
1.6060,16.359130,40922.549263,36174.922967,166.3885
1.6080,19.835904,40913.291486,36216.205254,130.1160
1.6100,17.065747,41155.799183,36831.640070,152.8123
1.6120,20.625820,41415.203352,37717.125943,132.5139
1.6140,17.084775,41440.064497,37710.408787,145.3580
1.6160,5.492914,9846.429463,19649.602203,114.4716
1.6180,17.340067,38882.323632,18706.541982,165.3396
1.6200,14.255603,40387.936011,31543.584743,106.2396
1.6220,3.999392,6753.372868,13485.012667,135.2147
1.6240,20.739250,39332.816189,24041.310331,150.4848
1.6260,17.082484,41451.488970,37837.580817,129.4664
1.6280,5.413334,9869.010251,19692.797903,94.7737
1.6300,17.451593,38866.703490,18708.013669,175.1930
1.6320,14.183905,40366.536790,31604.410750,90.8107
1.6340,4.021884,6731.980085,13439.509095,126.6233
1.6360,7.105896,38473.823332,11007.480049,102.2791
1.6380,18.174167,36798.075037,13732.915926,124.9874
1.6400,15.227611,38027.016463,33394.274498,124.1750
1.6420,17.384754,35697.970573,7440.642435,165.0005
1.6440,20.578983,41460.763249,37977.967902,124.9832
1.6460,17.381161,41491.775290,37940.827060,154.4226
1.6480,20.571451,41486.137368,37963.479138,126.4159
1.6500,17.371555,41513.960123,37918.005814,152.4137
1.6520,5.420496,9946.401718,19853.573269,125.3605
1.6540,27.975823,41773.234865,32090.674792,158.4344
1.6560,26.998269,47578.628724,54901.056378,119.1659
1.6580,21.600732,23078.391846,46109.533268,141.9627
1.6600,30.204058,43577.185360,49578.377702,138.0946
1.6620,27.511579,45598.616215,57711.098633,137.7377
1.6640,23.703420,24473.901388,48755.717649,102.4654
1.6660,27.987870,46368.630853,48864.189903,173.0517
1.6680,26.869815,47561.954804,54796.918686,99.4427
1.6700,21.609523,23042.764106,46037.666571,128.0219
1.6720,20.694658,40516.500969,34518.802174,151.6606
1.6740,17.186693,41544.422760,37894.225309,127.5314
1.6760,5.466647,9935.924717,19835.020059,89.1260
1.6780,17.135270,38847.397408,18361.154363,175.0049
1.6800,14.114015,40352.306116,31202.899157,94.2623
1.6820,44.813983,19670.845325,39118.638183,124.7509
1.6840,46.517494,49058.232120,57130.798160,121.8427
1.6860,14.353113,47167.526661,57490.653829,164.4910
1.6880,17.494765,40170.884759,31826.089901,127.5499
1.6900,14.449689,40213.245418,31911.994149,154.4338
1.6920,17.601558,40217.794753,32027.681675,129.7633
1.6940,14.540249,40257.456303,32104.491155,150.6829
1.6960,4.006957,7050.388213,14040.655161,118.9642
1.6980,33.240576,42415.258737,37293.626634,110.5867
1.7000,17.034138,44210.736886,47186.422850,138.8635
1.7020,5.536003,9832.328494,19614.052491,66.7930
1.7040,17.638511,38931.153281,19055.878973,170.4205
1.7060,14.371879,40450.322763,31970.109668,52.6532
1.7080,4.006719,6867.187119,13712.647448,130.7496
1.7100,41.195120,45110.076500,44140.952162,126.2931
1.7120,17.338000,48569.524973,58476.459195,127.7736
1.7140,19.834268,41143.424200,37119.806131,125.5172
1.7160,16.596163,40939.197016,36417.912035,128.0526
1.7180,2.579977,8593.594678,17093.480716,22.6530
1.7200,17.281093,38922.611142,17491.650645,174.8285
1.7220,14.121449,40519.590830,31381.601704,39.8788
1.7240,37.337840,11887.873471,23613.820757,174.8283
1.7260,19.904259,48049.208034,57251.713570,91.7249
1.7280,16.575983,40954.097830,36475.727427,164.5203
1.7300,19.929818,40949.548399,36523.658239,93.8472
1.7320,16.600028,40980.898850,36519.444666,154.0626
1.7340,19.951039,40974.842708,36565.478345,96.2771
1.7360,16.617134,41003.004258,36551.834716,149.4237
1.7380,2.655099,8683.929542,17280.426426,80.9071
1.7400,33.055871,41207.975923,30764.143520,136.6724
1.7420,17.278025,44239.432649,47119.779161,140.6070
1.7440,5.588098,9936.542580,19829.607550,107.5214
1.7460,17.386573,38895.723669,18873.361848,169.2139
1.7480,14.410344,40412.057950,31739.082055,103.3286
1.7500,4.167905,6817.137229,13611.723630,130.4314
1.7520,20.873351,39378.057242,24352.561278,152.2692
1.7540,17.270978,41515.870331,38161.388048,128.0960
1.7560,5.485225,9952.294603,19859.178943,91.6055
1.7580,17.493168,38875.938985,18852.966755,175.0647
1.7600,14.333012,40387.061918,31789.053617,92.9183
1.7620,4.200793,6798.588232,13571.746934,125.3715
1.7640,14.922612,36780.670676,13702.041951,121.4257
1.7660,17.344434,35692.285658,7923.930310,168.2655
1.7680,21.107471,41493.390572,38486.633300,126.6955
1.7700,17.401479,41521.772779,38523.310593,156.2146
1.7720,21.160791,41512.801453,38593.307537,128.0515
1.7740,17.451305,41538.202744,38620.090327,151.8943
1.7760,5.548183,10082.537574,20112.952649,125.3955
1.7780,17.702082,38860.329091,19114.575705,159.5278
1.7800,14.410309,40346.764885,32072.633381,114.6086
1.7820,4.447772,6876.875614,13720.397306,142.9264
1.7840,41.607419,45287.004897,44932.372228,137.4376
1.7860,17.761513,48760.921748,59303.965675,139.1509
1.7880,21.037977,41550.275363,38819.367938,141.1597
1.7900,17.768048,41577.751411,38795.852420,135.3739
1.7920,5.462096,10136.223323,20221.431756,98.5295
1.7940,28.222801,41761.895804,32398.391280,175.0201
1.7960,27.188767,47564.604340,55343.521811,97.5076
1.7980,21.818944,23207.781415,46379.472551,125.9912
1.8000,21.141262,40612.646439,35310.794911,151.7022
1.8020,17.646935,41589.500257,38798.286390,126.9762
1.8040,5.576426,10122.248268,20194.399109,88.8345
